Technologie,itération,Capacité,zipf_parameter,Nombre de Fogs, Hit rate, Ratio OriginUser,Latence_P50,Latence_P90,Latence_P99
LRU,1000000,300000000,0.1,2,0.09445510349238227,90.08011554554746,284.0040000000008,284.00400000001537,284.00400000001537
LRU,1000000,300000000,0.1,2,0.09089305784728699,90.4602109625561,284.0040000000008,284.00400000001537,284.00400000001537
LRU,1000000,500000000,0.1,2,0.12099691050040304,86.80879539488963,284.00399999998626,284.00400000001537,284.00400000001537
LRU,1000000,150000000,0.1,2,0.07092342248410717,92.19133649708996,284.0040000000008,284.00400000001537,284.00400000001537
LRU,1000000,300000000,0.1,2,0.09647235964723597,89.7695064248909,284.0040000000008,284.00400000001537,284.00400000001537
LRU,1000000,100000000,0.1,2,0.0754104790259034,91.7098113565169,284.0040000000008,284.00400000001537,284.00400000001537
LRU,1000000,150000000,0.1,2,0.07643566243248233,91.79497694646457,284.0040000000008,284.00400000001537,284.00400000001537
LRU,1000000,150000000,0.1,2,0.06876836124491105,92.5856883287312,284.0040000000008,284.00400000001537,284.00400000001537
LRU,1000000,300000000,0.1,2,0.08921253124579023,90.65815541366996,284.0040000000008,284.00400000001537,284.00400000001537
LRU,1000000,500000000,0.1,2,0.1190738500963991,87.11246315710099,284.00399999998626,284.00400000001537,284.00400000001537
LRU,1000000,300000000,0.1,2,0.0905313974982502,90.39740198578451,284.0040000000008,284.00400000001537,284.00400000001537
LRU,1000000,150000000,0.1,2,0.07731714654189017,91.61287891567832,284.0040000000008,284.00400000001537,284.00400000001537
LRU,1000000,150000000,0.1,2,0.07047012834673566,92.40754350704444,284.0040000000008,284.00400000001537,284.00400000001537
LRU,1000000,500000000,0.1,2,0.11966521926878419,87.02243819566596,284.0040000000008,284.00400000001537,284.00400000001537
LRU,1000000,500000000,0.1,2,0.12276083870851824,86.79038224159395,284.00399999998626,284.00400000001537,284.00400000001537
LRU,1000000,50000000,0.1,3,0.06622963834079322,92.69393698499684,284.0040000000008,284.00400000001537,284.00400000001537
LRU,1000000,50000000,0.1,3,0.06685522204617139,92.70995859459335,284.0040000000008,284.00400000001537,284.00400000001537
LRU,1000000,500000000,0.1,2,0.12519692336206098,86.28308076250352,284.00399999998626,284.00400000001537,284.00400000001537
LRU,1000000,50000000,0.1,3,0.06408678919701018,93.12929138656409,284.0040000000008,284.00400000001537,284.00400000001537
LRU,1000000,50000000,0.1,3,0.07232531459929983,92.12040794550767,284.0040000000008,284.00400000001537,284.00400000001537
LRU,1000000,150000000,0.1,3,0.07924368025709644,91.57263292230645,284.0040000000008,284.00400000001537,284.00400000001537
LRU,1000000,100000000,0.1,3,0.0754822244643599,91.85204243925575,284.0040000000008,284.00400000001537,284.00400000001537
LRU,1000000,50000000,0.1,3,0.07188751693576538,92.25404002449062,284.0040000000008,284.00400000001537,284.00400000001537
LRU,1000000,150000000,0.1,3,0.07330764473621616,92.20730002816032,284.0040000000008,284.00400000001537,284.00400000001537
LRU,1000000,150000000,0.1,3,0.07240204175781657,92.38503210791053,284.0040000000008,284.00400000001537,284.00400000001537
LRU,1000000,100000000,0.1,3,0.06893561673531325,92.42045358645248,284.0040000000008,284.00400000001537,284.00400000001537
LRU,1000000,100000000,0.1,3,0.06927749275237606,92.47728095681984,284.0040000000008,284.00400000001537,284.00400000001537
LRU,1000000,300000000,0.1,3,0.09706267506271682,89.40198074193519,284.0040000000008,284.00400000001537,284.00400000001537
LRU,1000000,100000000,0.1,3,0.07467454462943024,91.96082915111565,284.0040000000008,284.00400000001537,284.00400000001537
LRU,1000000,150000000,0.1,3,0.08061341594667396,91.45086337867889,284.0040000000008,284.00400000001537,284.00400000001537
LRU,1000000,300000000,0.1,3,0.09608618321679571,89.56442257430474,284.0040000000008,284.00400000001537,284.00400000001537
LRU,1000000,150000000,0.1,3,0.07481715989359866,91.92778261874878,284.0040000000008,284.00400000001537,284.00400000001537
LRU,1000000,100000000,0.1,3,0.06698176305346235,92.88561574375613,284.0040000000008,284.00400000001537,284.00400000001537
LRU,1000000,500000000,0.1,3,0.12561345481032157,85.77479396295867,284.00399999998626,284.00400000001537,284.00400000001537
LRU,1000000,300000000,0.1,3,0.0993278210695378,89.20717453416516,284.0040000000008,284.00400000001537,284.00400000001537
